problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,True,True,True,labeled:TRUE,236.40,2992,265,0.000525,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0030,True,False,False,True,labeled:FALSE,565.24,2999,869,0.000767,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=y RM(R
hard3_0031,False,False,True,True,labeled:FALSE,619.80,2999,640,0.000676,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=y RM(R
hard3_0032,False,True,False,True,labeled:TRUE,868.08,2999,984,0.000813,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=z same?N | RM(L)=y RM(R)=y 
hard3_0033,True,False,False,True,labeled:FALSE,2946.98,2999,856,0.000762,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R
hard3_0034,True,True,True,True,labeled:TRUE,878.00,3000,707,0.000703,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0035,False,False,True,True,labeled:FALSE,981.09,3000,517,0.000627,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0036,True,False,False,True,labeled:FALSE,1063.45,3000,1437,0.000995,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0037,False,False,True,True,labeled:FALSE,1181.80,2998,733,0.000713,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)=x
hard3_0038,True,True,True,True,labeled:TRUE,1181.32,2998,295,0.000538,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R
hard3_0039,False,True,False,True,labeled:TRUE,1231.70,3000,342,0.000557,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0040,False,True,False,True,labeled:TRUE,2923.79,2999,481,0.000612,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0041,False,True,False,True,labeled:TRUE,1465.68,2999,805,0.000742,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=y same?N | RM(L)=x RM(R)=
hard3_0042,False,False,True,True,labeled:FALSE,1412.30,2999,514,0.000625,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0043,True,True,True,True,labeled:TRUE,1449.90,2999,298,0.000539,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=z same?N | RM(L)=x RM(R)=
hard3_0044,False,False,True,True,labeled:FALSE,1576.97,2998,734,0.000713,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=y RM(R)
hard3_0045,False,False,True,True,labeled:FALSE,1759.31,2999,694,0.000697,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=z RM(R
hard3_0046,True,True,True,True,labeled:TRUE,3012.20,2999,395,0.000578,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=
hard3_0047,True,True,True,True,labeled:TRUE,1654.97,2998,382,0.000573,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=y RM(R
hard3_0048,True,True,True,True,labeled:TRUE,3123.25,2999,400,0.000580,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  YES            |  NO\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=w same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=z RM(R)=z
hard3_0049,True,True,True,True,labeled:TRUE,1825.11,2999,331,0.000552,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0050,False,False,True,True,labeled:FALSE,1904.70,2997,665,0.000686,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=y same?no | LM(L)=x LM(R)=z same?no\nRP        |  RM(L)=x RM(R)=x same?yes | RM(L)=y RM(
hard3_0051,True,False,False,True,labeled:FALSE,3309.63,2997,564,0.000645,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  No             |  No\nLP        |  LM(L)=x LM(R)=z same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=y RM(R)=z same?N | RM(L)=y RM(R)=y
hard3_0052,True,False,False,True,labeled:FALSE,3265.33,2998,545,0.000638,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=z same?N | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=y RM(R)=z same?N | RM(L)=y RM(R)=w
hard3_0053,True,True,True,True,labeled:TRUE,2014.38,2998,756,0.000722,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=z same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=y RM(R)=z same?N | RM(L)=z RM(R)=z
hard3_0054,True,False,False,True,labeled:FALSE,3474.19,2997,522,0.000628,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=z same?no | LM(L)=x LM(R)=x same?yes\nRP        |  RM(L)=y RM(R)=w same?no | RM(L)=y RM(
hard3_0055,False,False,True,True,labeled:FALSE,2103.11,2997,650,0.000680,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=y RM(R)=y
hard3_0056,False,False,True,True,labeled:FALSE,2146.49,2998,568,0.000647,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=y same?no | LM(L)=x LM(R)=x same?yes\nRP        |  RM(L)=x RM(R)=z same?no | RM(L)=y RM(
hard3_0057,False,False,True,True,labeled:FALSE,2167.30,2994,468,0.000606,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=y same?no | LM(L)=x LM(R)=y same?no\nRP        |  RM(L)=x RM(R)=z same?no | RM(L)=x RM(R
hard3_0058,True,True,True,True,labeled:TRUE,2220.55,2994,349,0.000559,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=y same?no | LM(L)=x LM(R)=x same?yes\nRP        |  RM(L)=x RM(R)=w same?no | RM(L)=x RM(
hard3_0059,False,True,False,True,labeled:TRUE,2292.63,2998,720,0.000708,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=y same?no | LM(L)=x LM(R)=z same?no\nRP        |  RM(L)=x RM(R)=w same?no | RM(L)=y RM(R
hard3_0060,True,False,False,True,labeled:FALSE,2338.98,2998,541,0.000636,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  no             |  no\nLP        |  LM(L)=x LM(R)=z same?N | LM(L)=x LM(R)=z same?N\nRP        |  RM(L)=y RM(R)=x same?N | RM(L)=y RM(R)=u
hard3_0061,True,True,True,True,labeled:TRUE,2437.26,2997,587,0.000654,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=z same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=y RM(R)=z same?F | RM(L)=y RM(R
hard3_0062,False,False,True,True,labeled:FALSE,2496.06,3002,398,0.000579,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)=
hard3_0063,False,False,True,True,labeled:FALSE,2532.52,3002,950,0.000800,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0064,False,True,False,True,labeled:TRUE,2600.27,3002,881,0.000773,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=z same?N | RM(L)=x RM(R)=x
hard3_0065,False,True,False,True,labeled:TRUE,2618.10,2998,294,0.000537,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=z same?N | RM(L)=x RM(R)=y
hard3_0066,True,True,True,True,labeled:TRUE,2791.89,3003,712,0.000705,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R
hard3_0067,True,True,True,True,labeled:TRUE,2783.79,3002,268,0.000527,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=w same?F | RM(L)=x RM(R)
hard3_0068,True,True,True,True,labeled:TRUE,2860.05,3002,269,0.000528,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R)
hard3_0069,False,False,True,True,labeled:FALSE,19.05,3003,901,0.000781,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)=
hard3_0070,False,True,False,True,labeled:TRUE,21.03,2999,340,0.000556,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=
hard3_0071,False,False,True,True,labeled:FALSE,82.66,3003,1239,0.000916,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)=
hard3_0072,False,False,True,True,labeled:FALSE,87.37,3002,929,0.000792,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=x RM(R)
hard3_0073,False,True,False,True,labeled:TRUE,100.02,3002,436,0.000595,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0074,False,True,False,True,labeled:TRUE,128.11,3003,294,0.000538,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0075,False,True,False,True,labeled:TRUE,199.32,3003,296,0.000539,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0076,False,True,False,True,labeled:TRUE,215.93,3003,280,0.000532,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=y same?F\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)
hard3_0077,True,True,True,True,labeled:TRUE,291.57,3001,300,0.000540,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=y RM(R
hard3_0078,False,False,True,True,labeled:FALSE,377.92,3002,979,0.000812,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=y same?F | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=y RM(R
hard3_0079,False,False,True,True,labeled:FALSE,396.42,3003,607,0.000663,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=y same?N | LM(L)=x LM(R)=y same?N\nRP        |  RM(L)=x RM(R)=x same?Y | RM(L)=x RM(R)=x
hard3_0080,False,False,True,True,labeled:FALSE,641.09,3001,727,0.000711,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  No\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=z same?N | RM(L)=y RM(R)=z
hard3_0081,False,False,True,True,labeled:FALSE,701.91,3002,699,0.000700,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  Yes            |  Yes\nLP        |  LM(L)=x LM(R)=x same?Y | LM(L)=x LM(R)=x same?Y\nRP        |  RM(L)=x RM(R)=y same?N | RM(L)=x RM(R)=x
hard3_0082,False,False,True,True,labeled:FALSE,827.91,3002,511,0.000625,CERT-F\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  TRUE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=x same?T | RM(L)=x RM(R)=
hard3_0083,False,False,True,True,labeled:FALSE,984.79,3002,767,0.000727,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=y same?F | RM(L)=y RM(R
hard3_0084,False,False,True,True,labeled:FALSE,1050.51,3001,632,0.000673,CERT-F:\n```\n          |  Eq1            |  Eq2\nbare?     |  TRUE           |  FALSE\nLP        |  LM(L)=x LM(R)=x same?T | LM(L)=x LM(R)=x same?T\nRP        |  RM(L)=x RM(R)=z same?F | RM(L)=x RM(R
